Tool_Name,User_Query,Intent_Details
BLOOD_REPORT_ANALYZER,read my labs am i legally a zombie yet,Exhausted troll
BLOOD_REPORT_QUERY,what was my cholesterol level in my last test,Normal polite request
BLOOD_REPORT_QUERY,did my iron levels go up since the last blood report,Normal comparison
BLOOD_REPORT_QUERY,show me my white blood cell count from 2023,Normal historical query
BLOOD_REPORT_QUERY,what was my a1c on the test i took in march,Normal specific date
BLOOD_REPORT_QUERY,query my fasting glucose from my previous lab,Normal request
BLOOD_REPORT_QUERY,how low was my vitamin d last winter,Normal seasonal query
BLOOD_REPORT_QUERY,pull up my hemoglobin levels from the last report,Normal specific metric
BLOOD_REPORT_QUERY,what did my liver enzymes look like last time,Normal general metric
BLOOD_REPORT_QUERY,was my testosterone low in my 2022 labs,Normal diagnostic check
BLOOD_REPORT_QUERY,what was the exact ldl number on my last lipid panel,Normal specific number
BLOOD_REPORT_QUERY,query my tsh levels from the endocrinologist report,Normal specific doctor
BLOOD_REPORT_QUERY,did i have high triglycerides last year,Normal condition check
BLOOD_REPORT_QUERY,show me my potassium levels from my last cmp,Normal specific panel
BLOOD_REPORT_QUERY,what was my b12 reading on the last test,Normal vitamin query
BLOOD_REPORT_QUERY,query my c-reactive protein from last month,Normal specific metric
BLOOD_REPORT_QUERY,bro what was my iron level at,Slang casual
BLOOD_REPORT_QUERY,did my cholesterol drop or nah,Slang Gen Z
BLOOD_REPORT_QUERY,pull the receipts on my last blood sugar test,Slang aggressive
BLOOD_REPORT_QUERY,was my test level fire on the last check,Slang fitness
BLOOD_REPORT_QUERY,what were my stats for vitamin d,Slang gaming
BLOOD_REPORT_QUERY,check my previous blood drip bro,Slang absurd
BLOOD_REPORT_QUERY,was my a1c cracked last time,Slang positive
BLOOD_REPORT_QUERY,run back my white blood cell count,Slang music
BLOOD_REPORT_QUERY,hit me with my old hemoglobin numbers,Slang command
BLOOD_REPORT_QUERY,what was my iron looking like last year,Slang casual
BLOOD_REPORT_QUERY,wht was my cholstrl last time,Typo text speak
BLOOD_REPORT_QUERY,did my irn go up,Typo
BLOOD_REPORT_QUERY,show me wbc count frm 2022,Typo
BLOOD_REPORT_QUERY,whar was my a1c in mrch,Typo
BLOOD_REPORT_QUERY,query fastng glucos from prev lab,Typo
BLOOD_REPORT_QUERY,how lo was my vit d,Typo
BLOOD_REPORT_QUERY,pull up hemo glboin lvls,Typo
BLOOD_REPORT_QUERY,wat did my livr enzymes b like,Typo slang
BLOOD_REPORT_QUERY,was my testosteron low,Typo
BLOOD_REPORT_QUERY,query my tsh levls,Typo
BLOOD_REPORT_QUERY,what was my vampire food rating last month,Halloween troll
BLOOD_REPORT_QUERY,did my blood turn to gold in 2023,Greedy troll
BLOOD_REPORT_QUERY,query my midichlorians from my last blood draw,Sci fi troll
BLOOD_REPORT_QUERY,was my blood made of pasta sauce last year,Italian troll
BLOOD_REPORT_QUERY,did i have royal blood in my last test,Ego troll
BLOOD_REPORT_QUERY,show me my caffeine blood level from yesterday,Caffeine troll
BLOOD_REPORT_QUERY,query my toxicity level from dealing with my ex,Emotional troll
BLOOD_REPORT_QUERY,was my sodium high from playing too many video games,Gamer troll
BLOOD_REPORT_QUERY,did my blood test show i was a ghost last winter,Paranormal troll
BLOOD_REPORT_QUERY,show me my main character energy levels from 2022,Meme troll
BLOOD_REPORT_QUERY,past iron.,Short
BLOOD_REPORT_QUERY,last a1c?,Short
BLOOD_REPORT_QUERY,cholesterol 2023.,Short command
BLOOD_REPORT_QUERY,old wbc.,Short
BLOOD_REPORT_QUERY,get past glucose.,Short command
BLOOD_REPORT_QUERY,my doctor just called and asked what my exact a1c was exactly a year ago and i lost the paper but i know i uploaded it here can you please dig into the archives and tell me the exact number,Long specific
BLOOD_REPORT_QUERY,i have been eating a ton of spinach and taking supplements so please check my last blood report and tell me what my ferritin was so i can see if i even need to keep doing this,Long contextual
BLOOD_REPORT_QUERY,i am trying to prove to my mom that my cholesterol was actually fine last year before the holidays so please pull up the exact ldl and hdl numbers from my november report,Long argument
BLOOD_REPORT_QUERY,okay i forgot if my vitamin d was 20 or 30 on the last test but it matters a lot because my mood is terrible right now so please find the old report and read me the number,Long emotional
BLOOD_REPORT_QUERY,my new doctor wants a complete history of my thyroid levels so i need you to query my tsh t3 and t4 from the last three blood tests i gave you,Long medical
BLOOD_REPORT_QUERY,why cant i find my own iron levels just tell me what they were,Angry frustrated
BLOOD_REPORT_QUERY,stop hiding my past medical data what was my a1c,Angry paranoid
BLOOD_REPORT_QUERY,i hate this app just give me my old cholesterol numbers ugh,Frustrated impatient
BLOOD_REPORT_QUERY,where is my last blood test data pull it up now,Angry command
BLOOD_REPORT_QUERY,im so annoyed just query the hemoglobin from last year,Frustrated lazy
BLOOD_REPORT_QUERY,🩸 🔙 iron levels?,Emoji based
BLOOD_REPORT_QUERY,📉 old cholesterol?,Emoji based
BLOOD_REPORT_QUERY,📅💉 a1c?,Emoji based
BLOOD_REPORT_QUERY,what was my exact ast to alt ratio on the july 2023 report,Highly specific medical
BLOOD_REPORT_QUERY,query the mean corpuscular volume from my hematology panel last year,Granular clinical
BLOOD_REPORT_QUERY,did my estimated glomerular filtration rate drop below 90 previously,Renal specific
BLOOD_REPORT_QUERY,what was the precise value of my high sensitivity crp in my last cardio panel,Cardio specific
BLOOD_REPORT_QUERY,query my sex hormone binding globulin from the endocrinology labs,Hormone specific
BLOOD_REPORT_QUERY,show me the absolute neutrophil count from the 2022 cbc,Hematology specific
BLOOD_REPORT_QUERY,what was my fasting insulin level before i started keto,Dietary context specific
BLOOD_REPORT_QUERY,query my homocysteine levels from the functional medicine report,Functional medical
BLOOD_REPORT_QUERY,did my apolipoprotein b change significantly in the last reading,Advanced lipid query
BLOOD_REPORT_QUERY,what was my free t3 to reverse t3 ratio on the last thyroid panel,Endocrine specific
BLOOD_REPORT_QUERY,query my blood for traces of my lost youth,Sad troll
BLOOD_REPORT_QUERY,did my last report say i was too cool for school,Childish troll
BLOOD_REPORT_QUERY,show me my patience levels from my last test because they are zero now,Angry troll
BLOOD_REPORT_QUERY,was my blood certified organic in 2023,Hipster troll
BLOOD_REPORT_QUERY,query my blood to see if i was a werewolf last full moon,Monster troll
BLOOD_REPORT_QUERY,did my last test confirm i am basically made of pizza,Dietary troll
BLOOD_REPORT_QUERY,show me my level of doom from the last existential crisis,Nihilist troll
BLOOD_REPORT_QUERY,query my blood for pure unadulterated swagger,Ego troll
BLOOD_REPORT_QUERY,was my wallet empty according to my last blood test,Financial troll
BLOOD_REPORT_QUERY,did my last report say i need a vacation,Exhausted troll
PANEL_QUERY,show me the trending graph for my vitamin d panel,Normal polite request
PANEL_QUERY,query my thyroid panel data over the last year,Normal request
PANEL_QUERY,compare my lipid panels from 2023 and 2024,Normal comparison
PANEL_QUERY,is my a1c trending down over the last three tests,Normal trend query
PANEL_QUERY,show me a graph of my iron levels over time,Normal visual request
PANEL_QUERY,pull up the historical data for my comprehensive metabolic panel,Normal broad
PANEL_QUERY,are my liver enzymes stable across my last four panels,Normal stability check
PANEL_QUERY,how has my testosterone changed over the last two years,Normal timeline
PANEL_QUERY,graph my cholesterol levels since i started my diet,Normal context graph
PANEL_QUERY,show me the panel trend for my kidney function,Normal medical request
PANEL_QUERY,query my complete blood count history,Normal broad query
PANEL_QUERY,compare my fasting glucose panels from spring and fall,Normal seasonal comparison
PANEL_QUERY,is my inflammation marker panel showing improvement,Normal progress check
PANEL_QUERY,plot my white blood cell count over the last 6 months,Normal technical
PANEL_QUERY,show me the historical view of my hormone panel,Normal request
PANEL_QUERY,graph my thyroid bro,Slang casual
PANEL_QUERY,show me the lipid panel glow up,Slang Gen Z
PANEL_QUERY,are my a1c stats getting buffed or nerfed,Slang gaming
PANEL_QUERY,pull up the timeline of my iron drip,Slang absurd
PANEL_QUERY,run the numbers on my past cholesterol panels,Slang corporate
PANEL_QUERY,is my test level trending fire lately,Slang fitness
PANEL_QUERY,graph out my liver enzymes i wanna see the damage,Slang self deprecating
PANEL_QUERY,let me see that vitamin d chart rn,Slang urgent
PANEL_QUERY,compare the blood receipts from last year,Slang aggressive
PANEL_QUERY,show me the trajectory of my health stats,Slang corporate
PANEL_QUERY,grph my thyrod pnel,Typo text speak
PANEL_QUERY,lippid pnl trend pls,Typo
PANEL_QUERY,compair my 2023 and 2024 a1c,Typo
PANEL_QUERY,show me graph of irn lvls,Typo
PANEL_QUERY,pul up hystorical data for cmp,Typo
PANEL_QUERY,are my livr enzymes stabl,Typo
PANEL_QUERY,how has my testosteron chnged,Typo
PANEL_QUERY,graph my cholestrol since diet,Typo
PANEL_QUERY,kidny functon panel trend,Typo
PANEL_QUERY,plot my wbc count ovr 6 mnths,Typo
PANEL_QUERY,show me the graph of my slowly failing liver,Doomer troll
PANEL_QUERY,graph my cholesterol to the moon like crypto,Finance troll
PANEL_QUERY,query my panels to show when i peaked in high school,Sad troll
PANEL_QUERY,compare my blood from when i was happy to now,Emotional troll
PANEL_QUERY,show me a graph of my blood turning into pure sugar,Dietary troll
PANEL_QUERY,plot my descent into madness using my thyroid panel,Dramatic troll
PANEL_QUERY,is my iron trend shaped like a rollercoaster of emotion,Poetic troll
PANEL_QUERY,graph my vampire desirability over the last year,Halloween troll
PANEL_QUERY,show me the chart of me becoming a god,Ego troll
PANEL_QUERY,compare my blood to a brick wall which is healthier,Absurd troll
PANEL_QUERY,lipid graph.,Short
PANEL_QUERY,thyroid trend.,Short
PANEL_QUERY,a1c over time.,Short
PANEL_QUERY,graph iron.,Short command
PANEL_QUERY,compare cholesterol.,Short command
PANEL_QUERY,i have been trying to see if my keto diet is working or killing me so please just show me a graph of my lipid panel over the last six months so i can decide if i should eat a potato,Long rambling
PANEL_QUERY,my doctor says my kidney function is declining but i want to see it for myself so pull up every single basic metabolic panel you have on file and plot the gfr so i can argue with him,Long argumentative
PANEL_QUERY,i swear my thyroid medication isnt working anymore can you query my tsh t3 and t4 panels for the last two years and show me exactly when the numbers started going the wrong way,Long medical
PANEL_QUERY,im building a spreadsheet of my life and i need you to export or at least show me the historical trend of my fasting blood sugar since 2020 so i can map it against my stress levels,Long technical
PANEL_QUERY,okay i just need a simple graph of my vitamin b12 over time because i started taking injections three months ago and i want to know if it looks like a hockey stick yet,Long conversational
PANEL_QUERY,why cant i just see a simple graph of my cholesterol this is stupid,Angry frustrated
PANEL_QUERY,stop making it complicated and plot my thyroid panel now,Angry command
PANEL_QUERY,i asked for a graph of my iron three times where is it,Angry impatient
PANEL_QUERY,this app never shows my trends right fix my lipid chart,Frustrated accusatory
PANEL_QUERY,just show me if my a1c is going up or down im tired of waiting,Frustrated lazy
PANEL_QUERY,📈 🩸 lipid panel?,Emoji based
PANEL_QUERY,📊 my thyroid pls,Emoji based
PANEL_QUERY,📉 sugar over time?,Emoji based
PANEL_QUERY,plot my egfr trends specifically focusing on the last 4 quarterly renal panels,Highly specific medical
PANEL_QUERY,compare the ldl particle number and size distribution between my 2022 and 2023 nmr lipoprofiles,Advanced lipid query
PANEL_QUERY,show me the longitudinal variance in my hs-crp over the past 5 years of cardio panels,Cardio specific
PANEL_QUERY,graph the ratio of my ast to alt over my last six comprehensive metabolic panels,Liver specific
PANEL_QUERY,query the historical trend of my free testosterone versus total testosterone,Hormone specific
PANEL_QUERY,plot my hemoglobin a1c against my average fasting glucose over 8 panels,Metabolic correlation
PANEL_QUERY,show me the seasonal fluctuation of my 25-hydroxy vitamin d levels over 3 years,Seasonal clinical
PANEL_QUERY,compare my complete blood count differential trends before and after my infection last year,Event specific medical
PANEL_QUERY,graph my serum ferritin alongside my total iron binding capacity over the last 4 tests,Anemia specific
PANEL_QUERY,query the historical progression of my thyroid autoantibodies tpo and tgab,Autoimmune specific
PANEL_QUERY,graph my blood panels to form a picture of a dinosaur,Visual troll
PANEL_QUERY,show me the trend of me slowly turning into a robot,Sci fi troll
PANEL_QUERY,compare my panels to my bank account which is dropping faster,Financial troll
PANEL_QUERY,plot my cholesterol to the beat of a techno song,Music troll
PANEL_QUERY,query my blood history to see if i am aging backwards,Benjamin button troll
PANEL_QUERY,show me a graph of my blood getting bored of me,Absurd troll
PANEL_QUERY,graph my midichlorian count over the last 3 star wars movies,Nerd troll
PANEL_QUERY,compare my blood test trends to the stock market,Corporate troll
PANEL_QUERY,plot my descent into chaos using my hormone panel,Dramatic troll
PANEL_QUERY,show me a graph of my patience thinning over time,Angry troll
FITNESS_PLAN_GENERATOR,create a 3 day split workout for me,Normal polite request
FITNESS_PLAN_GENERATOR,i need a beginner yoga routine for mornings,Normal request
FITNESS_PLAN_GENERATOR,give me a 5k running plan,Normal goal specific
FITNESS_PLAN_GENERATOR,plan a home workout with no equipment,Normal constraint
FITNESS_PLAN_GENERATOR,what is a good routine for building arm muscle,Normal target specific
FITNESS_PLAN_GENERATOR,generate a full body workout for a gym,Normal environment specific
FITNESS_PLAN_GENERATOR,i need a 20 minute hiit workout,Normal time constraint
FITNESS_PLAN_GENERATOR,make a stretching routine for after running,Normal timing specific
FITNESS_PLAN_GENERATOR,create a workout plan for a pregnant woman,Normal condition specific
FITNESS_PLAN_GENERATOR,give me a core strengthening routine,Normal target
FITNESS_PLAN_GENERATOR,plan a 4 day upper lower split,Normal technical
FITNESS_PLAN_GENERATOR,i need a workout to improve my posture,Normal goal
FITNESS_PLAN_GENERATOR,generate a warm up routine before lifting heavy,Normal timing
FITNESS_PLAN_GENERATOR,give me a low impact cardio plan,Normal constraint
FITNESS_PLAN_GENERATOR,plan a workout for seniors,Normal demographic
FITNESS_PLAN_GENERATOR,gimme a pump bro,Slang casual
FITNESS_PLAN_GENERATOR,need a workout to get absolutely shredded rn,Slang fitness
FITNESS_PLAN_GENERATOR,lets get those gains drop a plan,Slang hype
FITNESS_PLAN_GENERATOR,hit me with a fire ab routine,Slang Gen Z
FITNESS_PLAN_GENERATOR,make me a workout to build some boulder shoulders,Slang fitness
FITNESS_PLAN_GENERATOR,need to blast my quads today give me a routine,Slang aggressive
